vmt,type,num_drivers,cum_frequency
531,95th%_vmt,10,1828226
531,99th%_vmt,78,1824655
531,avg_total_vmt,1,1828675
532,90th%_vmt,4,1828523
532,95th%_vmt,11,1828237
532,99th%_vmt,82,1824737
532,avg_total_vmt,1,1828676
533,90th%_vmt,4,1828527
533,95th%_vmt,16,1828253
533,99th%_vmt,90,1824827
534,90th%_vmt,4,1828531
534,95th%_vmt,8,1828261
534,99th%_vmt,80,1824907
535,90th%_vmt,3,1828534
535,95th%_vmt,9,1828270
535,99th%_vmt,77,1824984
536,90th%_vmt,2,1828536
536,95th%_vmt,6,1828276
536,99th%_vmt,77,1825061
537,90th%_vmt,1,1828537
537,95th%_vmt,5,1828281
537,99th%_vmt,65,1825126
538,95th%_vmt,9,1828290
538,99th%_vmt,82,1825208
539,90th%_vmt,3,1828540
539,95th%_vmt,6,1828296
539,99th%_vmt,63,1825271
540,90th%_vmt,1,1828541
540,95th%_vmt,8,1828304
540,99th%_vmt,55,1825326
540,avg_total_vmt,1,1828677
541,90th%_vmt,6,1828547
541,95th%_vmt,11,1828315
541,99th%_vmt,70,1825396
542,90th%_vmt,4,1828551
542,95th%_vmt,6,1828321
542,99th%_vmt,62,1825458
542,avg_total_vmt,1,1828678
543,90th%_vmt,1,1828552
543,95th%_vmt,10,1828331
543,99th%_vmt,72,1825530
544,90th%_vmt,2,1828554
544,95th%_vmt,3,1828334
544,99th%_vmt,53,1825583
544,avg_total_vmt,1,1828679
545,90th%_vmt,3,1828557
545,95th%_vmt,7,1828341
545,99th%_vmt,54,1825637
545,avg_total_vmt,1,1828680
546,90th%_vmt,1,1828558
546,95th%_vmt,6,1828347
546,99th%_vmt,85,1825722
547,90th%_vmt,1,1828559
547,95th%_vmt,3,1828350
547,99th%_vmt,56,1825778
548,90th%_vmt,1,1828560
548,95th%_vmt,6,1828356
548,99th%_vmt,54,1825832
548,avg_total_vmt,2,1828682
549,90th%_vmt,2,1828562
549,95th%_vmt,6,1828362
549,99th%_vmt,64,1825896
550,90th%_vmt,3,1828565
550,95th%_vmt,8,1828370
550,99th%_vmt,48,1825944
550,avg_total_vmt,1,1828683
551,90th%_vmt,2,1828567
551,95th%_vmt,6,1828376
551,99th%_vmt,58,1826002
552,90th%_vmt,3,1828570
552,95th%_vmt,8,1828384
552,99th%_vmt,46,1826048
553,95th%_vmt,8,1828392
553,99th%_vmt,36,1826084
554,90th%_vmt,1,1828571
554,95th%_vmt,5,1828397
554,99th%_vmt,46,1826130
554,avg_total_vmt,1,1828684
555,90th%_vmt,3,1828574
555,95th%_vmt,5,1828402
555,99th%_vmt,36,1826166
556,90th%_vmt,1,1828575
556,95th%_vmt,4,1828406
556,99th%_vmt,49,1826215
557,90th%_vmt,2,1828577
557,95th%_vmt,1,1828407
557,99th%_vmt,54,1826269
558,95th%_vmt,5,1828412
558,99th%_vmt,47,1826316
559,90th%_vmt,3,1828580
559,95th%_vmt,7,1828419
559,99th%_vmt,55,1826371
560,90th%_vmt,2,1828582
560,95th%_vmt,6,1828425
560,99th%_vmt,42,1826413
561,95th%_vmt,4,1828429
561,99th%_vmt,40,1826453
562,90th%_vmt,1,1828583
562,95th%_vmt,1,1828430
562,99th%_vmt,43,1826496
563,90th%_vmt,2,1828585
563,95th%_vmt,5,1828435
563,99th%_vmt,47,1826543
564,95th%_vmt,3,1828438
564,99th%_vmt,45,1826588
565,90th%_vmt,4,1828589
565,95th%_vmt,3,1828441
565,99th%_vmt,44,1826632
565,avg_total_vmt,1,1828685
566,90th%_vmt,2,1828591
566,95th%_vmt,3,1828444
566,99th%_vmt,44,1826676
567,90th%_vmt,2,1828593
567,95th%_vmt,5,1828449
567,99th%_vmt,41,1826717
568,95th%_vmt,3,1828452
568,99th%_vmt,36,1826753
569,90th%_vmt,3,1828596
569,95th%_vmt,6,1828458
569,99th%_vmt,34,1826787
570,90th%_vmt,2,1828598
570,95th%_vmt,4,1828462
570,99th%_vmt,37,1826824
571,99th%_vmt,46,1826870
572,90th%_vmt,1,1828599
572,95th%_vmt,3,1828465
572,99th%_vmt,33,1826903
573,90th%_vmt,2,1828601
573,95th%_vmt,4,1828469
573,99th%_vmt,29,1826932
574,90th%_vmt,1,1828602
574,95th%_vmt,4,1828473
574,99th%_vmt,26,1826958
575,95th%_vmt,2,1828475
575,99th%_vmt,24,1826982
576,90th%_vmt,1,1828603
576,95th%_vmt,2,1828477
576,99th%_vmt,38,1827020
576,avg_total_vmt,1,1828686
577,90th%_vmt,1,1828604
577,95th%_vmt,4,1828481
577,99th%_vmt,42,1827062
577,avg_total_vmt,1,1828687
578,90th%_vmt,1,1828605
578,95th%_vmt,2,1828483
578,99th%_vmt,32,1827094
579,90th%_vmt,2,1828607
579,95th%_vmt,5,1828488
579,99th%_vmt,31,1827125
580,90th%_vmt,2,1828609
580,95th%_vmt,8,1828496
580,99th%_vmt,33,1827158
580,avg_total_vmt,1,1828688
581,90th%_vmt,3,1828612
581,95th%_vmt,7,1828503
581,99th%_vmt,36,1827194
581,avg_total_vmt,1,1828689
582,90th%_vmt,1,1828613
582,95th%_vmt,2,1828505
582,99th%_vmt,27,1827221
582,avg_total_vmt,1,1828690
583,90th%_vmt,3,1828616
583,95th%_vmt,6,1828511
583,99th%_vmt,36,1827257
583,avg_total_vmt,1,1828691
584,90th%_vmt,2,1828618
584,95th%_vmt,5,1828516
584,99th%_vmt,28,1827285
584,avg_total_vmt,1,1828692
585,90th%_vmt,1,1828619
585,95th%_vmt,2,1828518
585,99th%_vmt,32,1827317
586,99th%_vmt,13,1827330
587,95th%_vmt,2,1828520
587,99th%_vmt,28,1827358
588,95th%_vmt,1,1828521
588,99th%_vmt,27,1827385
589,95th%_vmt,1,1828522
589,99th%_vmt,24,1827409
590,95th%_vmt,2,1828524
590,99th%_vmt,24,1827433
591,95th%_vmt,3,1828527
591,99th%_vmt,21,1827454
592,95th%_vmt,3,1828530
592,99th%_vmt,27,1827481
593,95th%_vmt,1,1828531
593,99th%_vmt,14,1827495
594,95th%_vmt,3,1828534
594,99th%_vmt,20,1827515
595,90th%_vmt,1,1828620
595,99th%_vmt,28,1827543
595,avg_total_vmt,1,1828693
596,90th%_vmt,2,1828622
596,95th%_vmt,4,1828538
596,99th%_vmt,24,1827567
597,90th%_vmt,1,1828623
597,95th%_vmt,5,1828543
597,99th%_vmt,28,1827595
598,90th%_vmt,2,1828625
598,95th%_vmt,3,1828546
598,99th%_vmt,21,1827616
599,90th%_vmt,2,1828627
599,95th%_vmt,4,1828550
599,99th%_vmt,22,1827638
600,90th%_vmt,1,1828628
600,95th%_vmt,4,1828554
600,99th%_vmt,22,1827660
601,90th%_vmt,1,1828629
601,95th%_vmt,4,1828558
601,99th%_vmt,20,1827680
602,90th%_vmt,1,1828630
602,95th%_vmt,2,1828560
602,99th%_vmt,28,1827708
603,90th%_vmt,1,1828631
603,95th%_vmt,2,1828562
603,99th%_vmt,21,1827729
603,avg_total_vmt,1,1828694
604,90th%_vmt,1,1828632
604,95th%_vmt,2,1828564
604,99th%_vmt,19,1827748
605,95th%_vmt,1,1828565
605,99th%_vmt,15,1827763
606,90th%_vmt,1,1828633
606,95th%_vmt,2,1828567
606,99th%_vmt,16,1827779
607,95th%_vmt,1,1828568
607,99th%_vmt,17,1827796
608,90th%_vmt,1,1828634
608,95th%_vmt,1,1828569
608,99th%_vmt,20,1827816
609,95th%_vmt,1,1828570
609,99th%_vmt,20,1827836
610,95th%_vmt,3,1828573
610,99th%_vmt,17,1827853
611,90th%_vmt,2,1828636
611,95th%_vmt,2,1828575
611,99th%_vmt,20,1827873
612,90th%_vmt,1,1828637
612,95th%_vmt,1,1828576
612,99th%_vmt,18,1827891
613,90th%_vmt,1,1828638
613,95th%_vmt,2,1828578
613,99th%_vmt,23,1827914
614,90th%_vmt,1,1828639
614,95th%_vmt,1,1828579
614,99th%_vmt,12,1827926
614,avg_total_vmt,1,1828695
615,95th%_vmt,2,1828581
615,99th%_vmt,12,1827938
616,90th%_vmt,1,1828640
616,95th%_vmt,3,1828584
616,99th%_vmt,7,1827945
617,95th%_vmt,2,1828586
617,99th%_vmt,12,1827957
618,95th%_vmt,2,1828588
618,99th%_vmt,11,1827968
618,avg_total_vmt,1,1828696
619,90th%_vmt,1,1828641
619,95th%_vmt,1,1828589
619,99th%_vmt,12,1827980
620,90th%_vmt,2,1828643
620,95th%_vmt,2,1828591
620,99th%_vmt,16,1827996
621,90th%_vmt,1,1828644
621,95th%_vmt,1,1828592
621,99th%_vmt,8,1828004
622,90th%_vmt,2,1828646
622,95th%_vmt,1,1828593
622,99th%_vmt,9,1828013
623,95th%_vmt,2,1828595
623,99th%_vmt,18,1828031
624,90th%_vmt,2,1828648
624,95th%_vmt,2,1828597
624,99th%_vmt,11,1828042
625,99th%_vmt,10,1828052
626,90th%_vmt,2,1828650
626,95th%_vmt,3,1828600
626,99th%_vmt,17,1828069
627,90th%_vmt,2,1828652
627,95th%_vmt,4,1828604
627,99th%_vmt,16,1828085
628,95th%_vmt,1,1828605
628,99th%_vmt,12,1828097
629,90th%_vmt,1,1828653
629,95th%_vmt,1,1828606
629,99th%_vmt,7,1828104
630,90th%_vmt,1,1828654
630,95th%_vmt,2,1828608
630,99th%_vmt,9,1828113
631,90th%_vmt,1,1828655
631,95th%_vmt,1,1828609
631,99th%_vmt,15,1828128
631,avg_total_vmt,1,1828697
632,90th%_vmt,1,1828656
632,95th%_vmt,1,1828610
632,99th%_vmt,7,1828135
632,avg_total_vmt,1,1828698
633,90th%_vmt,3,1828659
633,95th%_vmt,3,1828613
633,99th%_vmt,12,1828147
633,avg_total_vmt,2,1828700
634,90th%_vmt,1,1828660
634,95th%_vmt,2,1828615
634,99th%_vmt,10,1828157
635,95th%_vmt,2,1828617
635,99th%_vmt,6,1828163
636,99th%_vmt,9,1828172
637,90th%_vmt,2,1828662
637,95th%_vmt,2,1828619
637,99th%_vmt,13,1828185
638,95th%_vmt,1,1828620
638,99th%_vmt,7,1828192
639,90th%_vmt,1,1828663
639,95th%_vmt,2,1828622
639,99th%_vmt,8,1828200
640,90th%_vmt,1,1828664
640,95th%_vmt,3,1828625
640,99th%_vmt,15,1828215
641,90th%_vmt,1,1828665
641,95th%_vmt,2,1828627
641,99th%_vmt,12,1828227
642,95th%_vmt,2,1828629
642,99th%_vmt,11,1828238
643,90th%_vmt,1,1828666
643,95th%_vmt,2,1828631
643,99th%_vmt,6,1828244
644,99th%_vmt,13,1828257
645,99th%_vmt,4,1828261
645,avg_total_vmt,1,1828701
646,95th%_vmt,1,1828632
646,99th%_vmt,9,1828270
647,99th%_vmt,8,1828278
648,99th%_vmt,9,1828287
649,90th%_vmt,1,1828667
649,95th%_vmt,1,1828633
649,99th%_vmt,9,1828296
650,99th%_vmt,4,1828300
651,90th%_vmt,1,1828668
651,95th%_vmt,1,1828634
651,99th%_vmt,9,1828309
652,95th%_vmt,2,1828636
652,99th%_vmt,9,1828318
653,90th%_vmt,1,1828669
653,95th%_vmt,1,1828637
653,99th%_vmt,8,1828326
654,90th%_vmt,1,1828670
654,95th%_vmt,3,1828640
654,99th%_vmt,7,1828333
655,99th%_vmt,4,1828337
656,90th%_vmt,1,1828671
656,99th%_vmt,4,1828341
657,95th%_vmt,1,1828641
657,99th%_vmt,9,1828350
658,90th%_vmt,1,1828672
658,95th%_vmt,1,1828642
658,99th%_vmt,7,1828357
658,avg_total_vmt,1,1828702
659,99th%_vmt,5,1828362
660,95th%_vmt,1,1828643
660,99th%_vmt,6,1828368
661,95th%_vmt,2,1828645
661,99th%_vmt,6,1828374
662,99th%_vmt,3,1828377
663,90th%_vmt,1,1828673
663,95th%_vmt,1,1828646
663,99th%_vmt,4,1828381
664,99th%_vmt,10,1828391
665,95th%_vmt,1,1828647
665,99th%_vmt,4,1828395
666,99th%_vmt,4,1828399
667,90th%_vmt,1,1828674
667,95th%_vmt,1,1828648
667,99th%_vmt,3,1828402
668,99th%_vmt,5,1828407
669,95th%_vmt,1,1828649
669,99th%_vmt,2,1828409
670,95th%_vmt,1,1828650
670,99th%_vmt,4,1828413
671,95th%_vmt,1,1828651
671,99th%_vmt,3,1828416
671,avg_total_vmt,1,1828703
672,95th%_vmt,1,1828652
672,99th%_vmt,2,1828418
673,95th%_vmt,1,1828653
673,99th%_vmt,6,1828424
674,95th%_vmt,1,1828654
674,99th%_vmt,5,1828429
675,99th%_vmt,7,1828436
676,99th%_vmt,4,1828440
677,90th%_vmt,1,1828675
677,95th%_vmt,1,1828655
677,99th%_vmt,4,1828444
678,90th%_vmt,1,1828676
678,95th%_vmt,1,1828656
678,99th%_vmt,1,1828445
678,avg_total_vmt,1,1828704
679,99th%_vmt,3,1828448
680,99th%_vmt,4,1828452
681,90th%_vmt,1,1828677
681,95th%_vmt,1,1828657
681,99th%_vmt,6,1828458
682,99th%_vmt,4,1828462
683,99th%_vmt,6,1828468
684,99th%_vmt,3,1828471
685,90th%_vmt,1,1828678
685,95th%_vmt,4,1828661
685,99th%_vmt,6,1828477
686,99th%_vmt,2,1828479
686,avg_total_vmt,1,1828705
687,99th%_vmt,2,1828481
688,90th%_vmt,1,1828679
688,95th%_vmt,2,1828663
688,99th%_vmt,5,1828486
689,90th%_vmt,1,1828680
689,95th%_vmt,2,1828665
689,99th%_vmt,5,1828491
690,95th%_vmt,1,1828666
690,99th%_vmt,2,1828493
691,99th%_vmt,4,1828497
692,99th%_vmt,1,1828498
693,95th%_vmt,1,1828667
694,99th%_vmt,1,1828499
695,99th%_vmt,2,1828501
696,99th%_vmt,3,1828504
696,avg_total_vmt,1,1828706
697,99th%_vmt,2,1828506
698,95th%_vmt,1,1828668
698,99th%_vmt,5,1828511
699,99th%_vmt,3,1828514
700,99th%_vmt,1,1828515
701,95th%_vmt,1,1828669
701,99th%_vmt,3,1828518
702,99th%_vmt,3,1828521
703,99th%_vmt,3,1828524
705,95th%_vmt,1,1828670
705,99th%_vmt,1,1828525
706,90th%_vmt,1,1828681
706,95th%_vmt,1,1828671
706,99th%_vmt,1,1828526
706,avg_total_vmt,1,1828707
707,99th%_vmt,4,1828530
709,90th%_vmt,1,1828682
709,95th%_vmt,1,1828672
709,99th%_vmt,3,1828533
709,avg_total_vmt,1,1828708
710,99th%_vmt,2,1828535
711,99th%_vmt,4,1828539
713,99th%_vmt,4,1828543
714,99th%_vmt,4,1828547
715,99th%_vmt,3,1828550
716,99th%_vmt,4,1828554
717,90th%_vmt,1,1828683
717,95th%_vmt,1,1828673
717,99th%_vmt,4,1828558
719,99th%_vmt,2,1828560
722,99th%_vmt,2,1828562
723,95th%_vmt,2,1828675
723,99th%_vmt,4,1828566
724,90th%_vmt,1,1828684
724,95th%_vmt,1,1828676
724,99th%_vmt,2,1828568
725,99th%_vmt,1,1828569
726,99th%_vmt,1,1828570
727,90th%_vmt,1,1828685
727,95th%_vmt,1,1828677
727,99th%_vmt,1,1828571
727,avg_total_vmt,1,1828709
728,90th%_vmt,1,1828686
728,99th%_vmt,2,1828573
729,90th%_vmt,1,1828687
729,95th%_vmt,1,1828678
729,99th%_vmt,5,1828578
731,99th%_vmt,1,1828579
733,90th%_vmt,1,1828688
733,95th%_vmt,1,1828679
733,99th%_vmt,2,1828581
734,99th%_vmt,4,1828585
735,99th%_vmt,2,1828587
737,99th%_vmt,2,1828589
738,90th%_vmt,1,1828689
738,95th%_vmt,1,1828680
738,99th%_vmt,3,1828592
738,avg_total_vmt,1,1828710
740,99th%_vmt,1,1828593
741,90th%_vmt,1,1828690
741,95th%_vmt,1,1828681
741,99th%_vmt,4,1828597
741,avg_total_vmt,1,1828711
743,99th%_vmt,2,1828599
744,90th%_vmt,2,1828692
744,95th%_vmt,2,1828683
744,99th%_vmt,4,1828603
744,avg_total_vmt,1,1828712
745,99th%_vmt,1,1828604
746,99th%_vmt,3,1828607
747,90th%_vmt,1,1828693
747,95th%_vmt,1,1828684
747,99th%_vmt,2,1828609
749,99th%_vmt,1,1828610
750,99th%_vmt,2,1828612
751,99th%_vmt,1,1828613
752,99th%_vmt,1,1828614
753,90th%_vmt,1,1828694
753,95th%_vmt,1,1828685
753,99th%_vmt,2,1828616
755,99th%_vmt,1,1828617
756,95th%_vmt,1,1828686
756,99th%_vmt,1,1828618
757,99th%_vmt,1,1828619
759,99th%_vmt,1,1828620
760,99th%_vmt,1,1828621
762,99th%_vmt,1,1828622
763,99th%_vmt,2,1828624
766,99th%_vmt,1,1828625
767,90th%_vmt,1,1828695
767,95th%_vmt,1,1828687
767,99th%_vmt,2,1828627
769,99th%_vmt,1,1828628
769,avg_total_vmt,1,1828713
770,99th%_vmt,3,1828631
770,avg_total_vmt,1,1828714
772,99th%_vmt,1,1828632
773,99th%_vmt,1,1828633
775,99th%_vmt,3,1828636
776,99th%_vmt,2,1828638
778,99th%_vmt,1,1828639
779,99th%_vmt,1,1828640
781,95th%_vmt,1,1828688
781,99th%_vmt,1,1828641
782,99th%_vmt,1,1828642
783,99th%_vmt,2,1828644
784,99th%_vmt,2,1828646
784,avg_total_vmt,1,1828715
786,95th%_vmt,1,1828689
786,99th%_vmt,2,1828648
792,99th%_vmt,1,1828649
793,90th%_vmt,1,1828696
793,95th%_vmt,1,1828690
793,99th%_vmt,4,1828653
793,avg_total_vmt,1,1828716
796,99th%_vmt,2,1828655
797,90th%_vmt,1,1828697
797,95th%_vmt,1,1828691
797,99th%_vmt,1,1828656
798,90th%_vmt,1,1828698
798,95th%_vmt,1,1828692
798,99th%_vmt,1,1828657
801,99th%_vmt,1,1828658
804,90th%_vmt,1,1828699
804,95th%_vmt,1,1828693
804,99th%_vmt,1,1828659
806,99th%_vmt,1,1828660
812,99th%_vmt,1,1828661
812,avg_total_vmt,1,1828717
813,99th%_vmt,1,1828662
814,99th%_vmt,1,1828663
815,90th%_vmt,1,1828700
815,95th%_vmt,1,1828694
815,99th%_vmt,1,1828664
815,avg_total_vmt,1,1828718
816,99th%_vmt,1,1828665
818,99th%_vmt,1,1828666
819,99th%_vmt,1,1828667
825,avg_total_vmt,1,1828719
828,95th%_vmt,1,1828695
828,99th%_vmt,1,1828668
830,90th%_vmt,1,1828701
830,95th%_vmt,1,1828696
830,99th%_vmt,1,1828669
834,99th%_vmt,1,1828670
836,99th%_vmt,1,1828671
837,99th%_vmt,1,1828672
838,avg_total_vmt,1,1828720
841,90th%_vmt,1,1828702
841,95th%_vmt,1,1828697
841,99th%_vmt,2,1828674
845,avg_total_vmt,1,1828721
847,90th%_vmt,1,1828703
847,95th%_vmt,1,1828698
847,99th%_vmt,1,1828675
850,99th%_vmt,1,1828676
851,99th%_vmt,1,1828677
853,99th%_vmt,1,1828678
856,90th%_vmt,1,1828704
856,95th%_vmt,1,1828699
856,99th%_vmt,2,1828680
856,avg_total_vmt,1,1828722
859,99th%_vmt,1,1828681
860,99th%_vmt,1,1828682
864,90th%_vmt,2,1828706
864,95th%_vmt,2,1828701
864,99th%_vmt,2,1828684
866,99th%_vmt,1,1828685
869,95th%_vmt,1,1828702
870,90th%_vmt,1,1828707
870,95th%_vmt,1,1828703
870,99th%_vmt,1,1828686
870,avg_total_vmt,1,1828723
871,99th%_vmt,1,1828687
873,95th%_vmt,1,1828704
873,99th%_vmt,2,1828689
873,avg_total_vmt,1,1828724
879,90th%_vmt,1,1828708
879,95th%_vmt,1,1828705
879,99th%_vmt,1,1828690
880,90th%_vmt,1,1828709
880,95th%_vmt,1,1828706
880,99th%_vmt,1,1828691
881,99th%_vmt,1,1828692
882,90th%_vmt,1,1828710
882,95th%_vmt,1,1828707
882,99th%_vmt,2,1828694
883,99th%_vmt,1,1828695
884,95th%_vmt,1,1828708
886,90th%_vmt,1,1828711
886,95th%_vmt,1,1828709
886,99th%_vmt,1,1828696
886,avg_total_vmt,1,1828725
887,99th%_vmt,1,1828697
891,90th%_vmt,1,1828712
891,95th%_vmt,1,1828710
891,99th%_vmt,1,1828698
894,99th%_vmt,1,1828699
897,99th%_vmt,1,1828700
899,90th%_vmt,2,1828714
899,95th%_vmt,2,1828712
899,99th%_vmt,2,1828702
899,avg_total_vmt,1,1828726
900,90th%_vmt,2,1828716
900,95th%_vmt,2,1828714
900,99th%_vmt,2,1828704
900,avg_total_vmt,1,1828727
903,90th%_vmt,1,1828717
903,95th%_vmt,1,1828715
903,99th%_vmt,1,1828705
905,95th%_vmt,1,1828716
905,99th%_vmt,1,1828706
913,90th%_vmt,1,1828718
913,95th%_vmt,1,1828717
913,99th%_vmt,1,1828707
913,avg_total_vmt,1,1828728
914,90th%_vmt,1,1828719
914,95th%_vmt,1,1828718
914,99th%_vmt,1,1828708
923,90th%_vmt,1,1828720
923,95th%_vmt,1,1828719
923,99th%_vmt,1,1828709
923,avg_total_vmt,1,1828729
938,99th%_vmt,1,1828710
940,99th%_vmt,1,1828711
941,90th%_vmt,1,1828721
941,95th%_vmt,1,1828720
941,99th%_vmt,1,1828712
951,90th%_vmt,1,1828722
951,95th%_vmt,1,1828721
951,99th%_vmt,1,1828713
953,90th%_vmt,1,1828723
953,95th%_vmt,1,1828722
953,99th%_vmt,1,1828714
953,avg_total_vmt,1,1828730
959,99th%_vmt,1,1828715
966,99th%_vmt,1,1828716
995,90th%_vmt,1,1828724
995,95th%_vmt,1,1828723
995,99th%_vmt,1,1828717
995,avg_total_vmt,1,1828731
1016,90th%_vmt,1,1828725
1016,95th%_vmt,1,1828724
1016,99th%_vmt,1,1828718
1027,99th%_vmt,1,1828719
1041,99th%_vmt,1,1828720
1044,99th%_vmt,1,1828721
1062,99th%_vmt,1,1828722
1071,90th%_vmt,1,1828726
1071,95th%_vmt,1,1828725
1071,99th%_vmt,1,1828723
1071,avg_total_vmt,1,1828732
1073,90th%_vmt,1,1828727
1073,95th%_vmt,1,1828726
1073,99th%_vmt,1,1828724
1091,90th%_vmt,1,1828728
1091,95th%_vmt,1,1828727
1091,99th%_vmt,1,1828725
1099,avg_total_vmt,1,1828733
1116,95th%_vmt,1,1828728
1116,99th%_vmt,1,1828726
1149,90th%_vmt,1,1828729
1149,95th%_vmt,1,1828729
1149,99th%_vmt,1,1828727
1158,90th%_vmt,1,1828730
1158,95th%_vmt,1,1828730
1158,99th%_vmt,1,1828728
1205,90th%_vmt,1,1828731
1205,95th%_vmt,1,1828731
1205,99th%_vmt,1,1828729
1278,99th%_vmt,1,1828730
1284,90th%_vmt,1,1828732
1284,95th%_vmt,1,1828732
1284,99th%_vmt,1,1828731
1319,90th%_vmt,1,1828733
1319,95th%_vmt,1,1828733
1319,99th%_vmt,1,1828732
1431,90th%_vmt,1,1828734
1431,95th%_vmt,1,1828734
1431,99th%_vmt,1,1828733
1431,avg_total_vmt,1,1828734
1574,99th%_vmt,1,1828734
